id,name,company,contract_period,rental_fee,benefit,product_id,rental_company_id
11542,LG 업소용 일체형 냉장고(냉장전용) 1110L (C120AR),스마트렌탈,48개월,"68,900","263,000",3380,3
11543,LG 업소용 일체형 냉장고(냉장전용) 1110L (C120AR),스마트렌탈,60개월,"54,900","280,000",3380,3
11544,LG 업소용 일체형 냉장고(냉장전용) 500L (C052AR),스마트렌탈,48개월,"47,900","183,000",3381,3
11545,LG 업소용 일체형 냉장고(냉장전용) 500L (C052AR),스마트렌탈,60개월,"37,900","193,000",3381,3
11546,LG 업소용냉동고 C053AF 냉동2칸 500L,스마트렌탈,48개월,"47,900","183,000",3382,3
11547,LG 업소용냉동고 C053AF 냉동2칸 500L,스마트렌탈,60개월,"37,900","193,000",3382,3
11548,LG 업소용냉장고 C120AF 1110L 4도어,스마트렌탈,48개월,"81,900","313,000",3383,3
11549,LG 업소용냉장고 C120AF 1110L 4도어,스마트렌탈,60개월,"64,900","331,000",3383,3
11550,LG 직냉식 업소용 냉장고 484L 스테인레스 (C050AH),스마트렌탈,48개월,"47,900","183,000",3384,3
11551,LG 직냉식 업소용 냉장고 484L 스테인레스 (C050AH),스마트렌탈,60개월,"37,900","193,000",3384,3
11552,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L7),현대렌탈서비스,36개월,"112,500","495,000",3385,2
11553,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L7),현대렌탈서비스,48개월,"90,500","531,000",3385,2
11554,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L7),현대렌탈서비스,60개월,"77,500","567,000",3385,2
11555,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L8),현대렌탈서비스,36개월,"131,400","585,000",3386,2
11556,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L8),현대렌탈서비스,48개월,"103,900","612,000",3386,2
11557,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L8),현대렌탈서비스,60개월,"87,500","648,000",3386,2
11558,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭700) (GWFM-120LDT L7),현대렌탈서비스,36개월,"125,700","558,000",3387,2
11559,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭700) (GWFM-120LDT L7),현대렌탈서비스,48개월,"99,300","585,000",3387,2
11560,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭700) (GWFM-120LDT L7),현대렌탈서비스,60개월,"83,500","612,000",3387,2
11561,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭800) (GWFM-120LDT L8),현대렌탈서비스,36개월,"145,400","639,000",3388,2
11562,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭800) (GWFM-120LDT L8),현대렌탈서비스,48개월,"115,000","675,000",3388,2
11563,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭800) (GWFM-120LDT L8),현대렌탈서비스,60개월,"96,900","711,000",3388,2
11564,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭700) (GWFM-150LDT L7),현대렌탈서비스,36개월,"151,500","666,000",3389,2
11565,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭700) (GWFM-150LDT L7),현대렌탈서비스,48개월,"122,500","720,000",3389,2
11566,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭700) (GWFM-150LDT L7),현대렌탈서비스,60개월,"104,500","774,000",3389,2
11567,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭800) (GWFM-150LDT L8),현대렌탈서비스,36개월,"169,100","747,000",3390,2
11568,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭800) (GWFM-150LDT L8),현대렌탈서비스,48개월,"133,400","783,000",3390,2
11569,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭800) (GWFM-150LDT L8),현대렌탈서비스,60개월,"112,600","828,000",3390,2
11570,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L7),현대렌탈서비스,36개월,"177,500","783,000",3391,2
11571,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L7),현대렌탈서비스,48개월,"143,500","846,000",3391,2
11572,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L7),현대렌탈서비스,60개월,"122,500","900,000",3391,2
11573,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L8),현대렌탈서비스,36개월,"199,500","882,000",3392,2
11574,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L8),현대렌탈서비스,48개월,"161,500","954,000",3392,2
11575,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L8),현대렌탈서비스,60개월,"138,500","1,017,000",3392,2
11576,그랜드우성 간냉식 냉동고 1039L (올스텐) (WSFM-1260DF),현대렌탈서비스,36개월,"138,700","612,000",3393,2
11577,그랜드우성 간냉식 냉동고 1039L (올스텐) (WSFM-1260DF),현대렌탈서비스,48개월,"109,700","648,000",3393,2
11578,그랜드우성 간냉식 냉동고 1039L (올스텐) (WSFM-1260DF),현대렌탈서비스,60개월,"92,600","684,000",3393,2
11579,그랜드우성 간냉식 냉동고 1629L (올스텐) WSFM-1900DF,현대렌탈서비스,36개월,"203,400","900,000",3394,2
11580,그랜드우성 간냉식 냉동고 1629L (올스텐) WSFM-1900DF,현대렌탈서비스,48개월,"160,400","945,000",3394,2
11581,그랜드우성 간냉식 냉동고 1629L (올스텐) WSFM-1900DF,현대렌탈서비스,60개월,"135,500","999,000",3394,2
11582,그랜드우성 간냉식 냉동고 476L (올스텐) (WSFM-650F),현대렌탈서비스,36개월,"91,500","405,000",3395,2
11583,그랜드우성 간냉식 냉동고 476L (올스텐) (WSFM-650F),현대렌탈서비스,48개월,"73,500","432,000",3395,2
11584,그랜드우성 간냉식 냉동고 476L (올스텐) (WSFM-650F),현대렌탈서비스,60개월,"62,500","459,000",3395,2
11585,그랜드우성 간냉식 냉동고 562L (올스텐) WSFM-740F,현대렌탈서비스,36개월,"105,200","468,000",3396,2
11586,그랜드우성 간냉식 냉동고 562L (올스텐) WSFM-740F,현대렌탈서비스,48개월,"83,300","495,000",3396,2
11587,그랜드우성 간냉식 냉동고 562L (올스텐) WSFM-740F,현대렌탈서비스,60개월,"70,000","513,000",3396,2
11588,그랜드우성 간냉식 냉동고 720L (올스텐) WSFM-850F,현대렌탈서비스,36개월,"105,800","468,000",3397,2
11589,그랜드우성 간냉식 냉동고 720L (올스텐) WSFM-850F,현대렌탈서비스,48개월,"83,700","495,000",3397,2
11590,그랜드우성 간냉식 냉동고 720L (올스텐) WSFM-850F,현대렌탈서비스,60개월,"70,500","522,000",3397,2
11591,그랜드우성 간냉식 냉장고+냉동고 1548L (올스텐) (WSFM-1900RF),현대렌탈서비스,36개월,"184,900","819,000",3398,2
11592,그랜드우성 간냉식 냉장고+냉동고 1548L (올스텐) (WSFM-1900RF),현대렌탈서비스,48개월,"146,200","864,000",3398,2
11593,그랜드우성 간냉식 냉장고+냉동고 1548L (올스텐) (WSFM-1900RF),현대렌탈서비스,60개월,"123,300","909,000",3398,2
11594,그랜드우성 간냉식 냉장고+냉동고 474L (올스텐) WSFM-650RF,현대렌탈서비스,36개월,"107,500","477,000",3399,2
11595,그랜드우성 간냉식 냉장고+냉동고 474L (올스텐) WSFM-650RF,현대렌탈서비스,48개월,"85,000","504,000",3399,2
11596,그랜드우성 간냉식 냉장고+냉동고 474L (올스텐) WSFM-650RF,현대렌탈서비스,60개월,"71,600","531,000",3399,2
11597,그랜드우성 간냉식 냉장고+냉동고 560L (올스텐) WSFM-740RF,현대렌탈서비스,36개월,"118,400","522,000",3400,2
11598,그랜드우성 간냉식 냉장고+냉동고 560L (올스텐) WSFM-740RF,현대렌탈서비스,48개월,"93,500","549,000",3400,2
11599,그랜드우성 간냉식 냉장고+냉동고 560L (올스텐) WSFM-740RF,현대렌탈서비스,60개월,"79,000","585,000",3400,2
11600,그랜드우성 간냉식 냉장고+냉동고 646L (올스텐) WSFM-850RF,현대렌탈서비스,36개월,"124,000","549,000",3401,2
11601,그랜드우성 간냉식 냉장고+냉동고 646L (올스텐) WSFM-850RF,현대렌탈서비스,48개월,"97,800","576,000",3401,2
11602,그랜드우성 간냉식 냉장고+냉동고 646L (올스텐) WSFM-850RF,현대렌탈서비스,60개월,"82,300","603,000",3401,2
11603,그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H7),현대렌탈서비스,36개월,"126,500","558,000",3402,2
11604,그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H7),현대렌탈서비스,48개월,"100,200","594,000",3402,2
11605,그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H7),현대렌탈서비스,60개월,"84,300","621,000",3402,2
11606,그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H8),현대렌탈서비스,36개월,"151,700","666,000",3403,2
11607,그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H8),현대렌탈서비스,48개월,"120,100","711,000",3403,2
11608,그랜드우성 간냉식 높은 서랍 냉장고 204L (GWFM-090HDT H8),현대렌탈서비스,60개월,"101,100","747,000",3403,2
11609,그랜드우성 간냉식 높은 서랍 냉장고 270L (폭700) (GWFM-120HDT H7),현대렌탈서비스,36개월,"148,800","657,000",3404,2
11610,그랜드우성 간냉식 높은 서랍 냉장고 270L (폭700) (GWFM-120HDT H7),현대렌탈서비스,48개월,"117,600","693,000",3404,2
11611,그랜드우성 간냉식 높은 서랍 냉장고 270L (폭700) (GWFM-120HDT H7),현대렌탈서비스,60개월,"99,200","729,000",3404,2
11612,스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),지니원(사업자전용),36개월,"34,000","180,000",3360,16
11613,스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),지니원(사업자전용),48개월,"26,900","190,000",3360,16
11614,스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),지니원(사업자전용),60개월,"24,200","213,000",3360,16
11615,스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),현대렌탈서비스,36개월,"32,200","144,000",3360,2
11616,스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),현대렌탈서비스,48개월,"25,500","153,000",3360,2
11617,스타리온 업소용 육수냉장고 3말 외통 48L (SR-L31EIY),현대렌탈서비스,60개월,"21,300","153,000",3360,2
11618,우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),현대렌탈서비스,36개월,"46,500","207,000",3361,2
11619,우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),현대렌탈서비스,48개월,"37,500","225,000",3361,2
11620,우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),현대렌탈서비스,60개월,"31,500","234,000",3361,2
11621,우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),스마트렌탈,48개월,"47,900","183,000",3361,3
11622,우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),스마트렌탈,60개월,"36,900","188,000",3361,3
11623,우성 영업용 업소용 반찬냉장고 900 105L (CWSM-090RB 내부스텐),LG헬로비전,60개월,"52,400","339,000",3361,4
11624,그랜드우성 간냉식 냉장고+냉동고 1032L (올스텐) (WSFM-1260HRF),스마트렌탈,48개월,"135,900","520,000",3362,3
11625,그랜드우성 간냉식 냉장고+냉동고 1032L (올스텐) (WSFM-1260HRF),스마트렌탈,60개월,"104,900","535,000",3362,3
11626,그랜드우성 간냉식 냉장고+냉동고 1032L (올스텐) (WSFM-1260HRF),현대렌탈서비스,36개월,"135,600","603,000",3362,2
11627,그랜드우성 간냉식 냉장고+냉동고 1032L (올스텐) (WSFM-1260HRF),현대렌탈서비스,48개월,"106,800","630,000",3362,2
11628,그랜드우성 간냉식 냉장고+냉동고 1032L (올스텐) (WSFM-1260HRF),현대렌탈서비스,60개월,"90,300","666,000",3362,2
11629,LG 업소용냉장고 C170LDZB 냉장4칸 냉동2칸 1610L,스마트렌탈,48개월,"109,900","420,000",3363,3
11630,LG 업소용냉장고 C170LDZB 냉장4칸 냉동2칸 1610L,스마트렌탈,60개월,"86,900","443,000",3363,3
11631,그랜드우성 간냉식 냉장고+냉동고 1055L (올스텐) WSFM-1260RF,현대렌탈서비스,36개월,"127,700","567,000",3364,2
11632,그랜드우성 간냉식 냉장고+냉동고 1055L (올스텐) WSFM-1260RF,현대렌탈서비스,48개월,"100,800","594,000",3364,2
11633,그랜드우성 간냉식 냉장고+냉동고 1055L (올스텐) WSFM-1260RF,현대렌탈서비스,60개월,"85,200","630,000",3364,2
11634,그랜드우성 슬러시아 업소용 주방가전 육수냉각기 원형 (SL-120),지니원(사업자전용),36개월,"117,800","624,000",3365,16
11635,그랜드우성 슬러시아 업소용 주방가전 육수냉각기 원형 (SL-120),지니원(사업자전용),48개월,"93,300","659,000",3365,16
11636,그랜드우성 슬러시아 업소용 주방가전 육수냉각기 원형 (SL-120),지니원(사업자전용),60개월,"83,900","741,000",3365,16
11637,그랜드우성 업소용 다목적 냉동 쇼케이스 120L (CWSM-145FA),현대렌탈서비스,36개월,"41,500","180,000",3366,2
11638,그랜드우성 업소용 다목적 냉동 쇼케이스 120L (CWSM-145FA),현대렌탈서비스,48개월,"33,500","198,000",3366,2
11639,그랜드우성 업소용 다목적 냉동 쇼케이스 120L (CWSM-145FA),현대렌탈서비스,60개월,"28,500","207,000",3366,2
11640,그랜드우성 직냉식 김밥 냉장고 296L (내부스텐) (CWSM-150RBT(T)),현대렌탈서비스,36개월,"76,500","342,000",3367,2
11641,그랜드우성 직냉식 김밥 냉장고 296L (내부스텐) (CWSM-150RBT(T)),현대렌탈서비스,48개월,"61,500","360,000",3367,2
11642,그랜드우성 직냉식 김밥 냉장고 296L (내부스텐) (CWSM-150RBT(T)),현대렌탈서비스,60개월,"52,500","387,000",3367,2
11643,그랜드우성 직냉식 김밥 냉장고 296L (올스텐) (CWSM-150RBT(K)),스마트렌탈,48개월,"79,900","305,000",3368,3
11644,그랜드우성 직냉식 김밥 냉장고 296L (올스텐) (CWSM-150RBT(K)),스마트렌탈,60개월,"61,900","316,000",3368,3
11645,그랜드우성 직냉식 김밥 냉장고 296L (올스텐) (CWSM-150RBT(K)),현대렌탈서비스,36개월,"76,500","342,000",3368,2
11646,그랜드우성 직냉식 김밥 냉장고 296L (올스텐) (CWSM-150RBT(K)),현대렌탈서비스,48개월,"61,500","360,000",3368,2
11647,그랜드우성 직냉식 김밥 냉장고 296L (올스텐) (CWSM-150RBT(K)),현대렌탈서비스,60개월,"52,500","387,000",3368,2
11648,그랜드우성 직냉식 반찬 냉장고 275L (올스텐) (CWSM-150RB),스마트렌탈,48개월,"63,900","244,000",3369,3
11649,그랜드우성 직냉식 반찬 냉장고 275L (올스텐) (CWSM-150RB),스마트렌탈,60개월,"49,900","254,000",3369,3
11650,그랜드우성 직냉식 반찬 냉장고 275L (올스텐) (CWSM-150RB),현대렌탈서비스,36개월,"62,500","279,000",3369,2
11651,그랜드우성 직냉식 반찬 냉장고 275L (올스텐) (CWSM-150RB),현대렌탈서비스,48개월,"50,500","297,000",3369,2
11652,그랜드우성 직냉식 반찬 냉장고 275L (올스텐) (CWSM-150RB),현대렌탈서비스,60개월,"42,500","315,000",3369,2
11653,그랜드우성 직냉식 반찬 냉장고 360L (올스텐) (CWSM-180RB),현대렌탈서비스,36개월,"72,500","324,000",3370,2
11654,그랜드우성 직냉식 반찬 냉장고 360L (올스텐) (CWSM-180RB),현대렌탈서비스,48개월,"58,500","342,000",3370,2
11655,그랜드우성 직냉식 반찬 냉장고 360L (올스텐) (CWSM-180RB),현대렌탈서비스,60개월,"49,500","369,000",3370,2
11656,그랜드우성 직냉식 상냉장고 + 하냉동고 1170L (내부스텐) (CWSM-1242RF),현대렌탈서비스,36개월,"83,500","369,000",3371,2
11657,그랜드우성 직냉식 상냉장고 + 하냉동고 1170L (내부스텐) (CWSM-1242RF),현대렌탈서비스,48개월,"67,500","396,000",3371,2
11658,그랜드우성 직냉식 상냉장고 + 하냉동고 1170L (내부스텐) (CWSM-1242RF),현대렌탈서비스,60개월,"57,500","423,000",3371,2
11659,그랜드우성 직냉식 테이블 냉장고+냉동고 260L (내부스텐) (CWSM-120RFT),현대렌탈서비스,36개월,"59,500","261,000",3372,2
11660,그랜드우성 직냉식 테이블 냉장고+냉동고 260L (내부스텐) (CWSM-120RFT),현대렌탈서비스,48개월,"47,500","279,000",3372,2
11661,그랜드우성 직냉식 테이블 냉장고+냉동고 260L (내부스텐) (CWSM-120RFT),현대렌탈서비스,60개월,"40,500","297,000",3372,2
11662,스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),스마트렌탈,48개월,"47,900","183,000",3373,3
11663,스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),스마트렌탈,60개월,"36,900","188,000",3373,3
11664,스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),LG헬로비전,36개월,"54,500","353,000",3373,4
11665,스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),LG헬로비전,48개월,"42,700","368,000",3373,4
11666,스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),LG헬로비전,60개월,"35,600","384,000",3373,4
11667,스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),현대렌탈서비스,36개월,"49,000","216,000",3373,2
11668,스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),현대렌탈서비스,48개월,"38,600","225,000",3373,2
11669,스타리온 1200 반찬 냉장고 295L (일반형) (SRV12BARC) 메탈 (내부 스테인리스),현대렌탈서비스,60개월,"32,700","243,000",3373,2
11670,스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),지니원(사업자전용),36개월,"57,500","304,000",3374,16
11671,스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),지니원(사업자전용),48개월,"45,500","321,000",3374,16
11672,스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),지니원(사업자전용),60개월,"41,000","362,000",3374,16
11673,스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),현대렌탈서비스,36개월,"63,300","279,000",3374,2
11674,스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),현대렌탈서비스,48개월,"50,100","297,000",3374,2
11675,스타리온 직냉식 1/3밧드 김밥토핑 냉장고 277L (올스텐) (SR-G12ESEVG),현대렌탈서비스,60개월,"42,300","315,000",3374,2
11676,스타리온 직냉식 1800 테이블 냉장고 465L (내부스텐) SR-T18BARC,현대렌탈서비스,36개월,"59,200","261,000",3375,2
11677,스타리온 직냉식 1800 테이블 냉장고 465L (내부스텐) SR-T18BARC,현대렌탈서비스,48개월,"47,000","279,000",3375,2
11678,스타리온 직냉식 1800 테이블 냉장고 465L (내부스텐) SR-T18BARC,현대렌탈서비스,60개월,"39,400","288,000",3375,2
11679,우성 영업용 업소용 직냉식 25 냉장고 냉동고 디지털 530L (CWSM-632RF 메탈),스마트렌탈,48개월,"50,900","194,000",3376,3
11680,우성 영업용 업소용 직냉식 25 냉장고 냉동고 디지털 530L (CWSM-632RF 메탈),스마트렌탈,60개월,"39,900","203,000",3376,3
11681,우성 영업용 업소용 직냉식 25 냉장고 냉동고 디지털 530L (CWSM-632RF 메탈),LG헬로비전,60개월,"60,500","392,000",3376,4
11682,우성 영업용 업소용 직냉식 25 냉장고 냉동고 디지털 530L (CWSM-632RF 메탈),현대렌탈서비스,36개월,"53,500","234,000",3376,2
11683,우성 영업용 업소용 직냉식 25 냉장고 냉동고 디지털 530L (CWSM-632RF 메탈),현대렌탈서비스,48개월,"43,500","252,000",3376,2
11684,우성 영업용 업소용 직냉식 25 냉장고 냉동고 디지털 530L (CWSM-632RF 메탈),현대렌탈서비스,60개월,"36,500","270,000",3376,2
11685,우성 올스텐 업소용 냉동고 (CWSM 1244DF),현대렌탈서비스,36개월,"97,500","432,000",3377,2
11686,우성 올스텐 업소용 냉동고 (CWSM 1244DF),현대렌탈서비스,48개월,"78,500","459,000",3377,2
11687,우성 올스텐 업소용 냉동고 (CWSM 1244DF),현대렌탈서비스,60개월,"66,500","486,000",3377,2
11688,우성 올스텐 업소용 냉동고 (CWSM 1244DF),스마트렌탈,48개월,"98,900","378,000",3377,3
11689,우성 올스텐 업소용 냉동고 (CWSM 1244DF),스마트렌탈,60개월,"74,900","382,000",3377,3
11690,우성 올스텐 업소용 냉동고 (CWSM 1244DF),LG헬로비전,60개월,"108,900","705,000",3377,4
11691,LG 업소용 일체형 냉장고 1060L (C110AHB),스마트렌탈,48개월,"78,900","302,000",3378,3
11692,LG 업소용 일체형 냉장고 1060L (C110AHB),스마트렌탈,60개월,"62,900","321,000",3378,3
11693,LG 업소용 일체형 냉장고 1064L C110AK,스마트렌탈,48개월,"74,900","286,000",3379,3
11694,LG 업소용 일체형 냉장고 1064L C110AK,스마트렌탈,60개월,"59,900","305,000",3379,3
11695,LG 업소용 일체형 냉장고(냉장전용) 1110L (C120AR),스마트렌탈,48개월,"68,900","263,000",3380,3
11696,LG 업소용 일체형 냉장고(냉장전용) 1110L (C120AR),스마트렌탈,60개월,"54,900","280,000",3380,3
11697,LG 업소용 일체형 냉장고(냉장전용) 500L (C052AR),스마트렌탈,48개월,"47,900","183,000",3381,3
11698,LG 업소용 일체형 냉장고(냉장전용) 500L (C052AR),스마트렌탈,60개월,"37,900","193,000",3381,3
11699,LG 업소용냉동고 C053AF 냉동2칸 500L,스마트렌탈,48개월,"47,900","183,000",3382,3
11700,LG 업소용냉동고 C053AF 냉동2칸 500L,스마트렌탈,60개월,"37,900","193,000",3382,3
11701,LG 업소용냉장고 C120AF 1110L 4도어,스마트렌탈,48개월,"81,900","313,000",3383,3
11702,LG 업소용냉장고 C120AF 1110L 4도어,스마트렌탈,60개월,"64,900","331,000",3383,3
11703,LG 직냉식 업소용 냉장고 484L 스테인레스 (C050AH),스마트렌탈,48개월,"47,900","183,000",3384,3
11704,LG 직냉식 업소용 냉장고 484L 스테인레스 (C050AH),스마트렌탈,60개월,"37,900","193,000",3384,3
11705,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L7),현대렌탈서비스,36개월,"112,500","495,000",3385,2
11706,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L7),현대렌탈서비스,48개월,"90,500","531,000",3385,2
11707,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L7),현대렌탈서비스,60개월,"77,500","567,000",3385,2
11708,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L8),현대렌탈서비스,36개월,"131,400","585,000",3386,2
11709,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L8),현대렌탈서비스,48개월,"103,900","612,000",3386,2
11710,그랜드우성 간냉식 낮은 서랍 냉장고 130L (GWFM-090LDT L8),현대렌탈서비스,60개월,"87,500","648,000",3386,2
11711,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭700) (GWFM-120LDT L7),현대렌탈서비스,36개월,"125,700","558,000",3387,2
11712,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭700) (GWFM-120LDT L7),현대렌탈서비스,48개월,"99,300","585,000",3387,2
11713,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭700) (GWFM-120LDT L7),현대렌탈서비스,60개월,"83,500","612,000",3387,2
11714,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭800) (GWFM-120LDT L8),현대렌탈서비스,36개월,"145,400","639,000",3388,2
11715,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭800) (GWFM-120LDT L8),현대렌탈서비스,48개월,"115,000","675,000",3388,2
11716,그랜드우성 간냉식 낮은 서랍 냉장고 170L (폭800) (GWFM-120LDT L8),현대렌탈서비스,60개월,"96,900","711,000",3388,2
11717,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭700) (GWFM-150LDT L7),현대렌탈서비스,36개월,"151,500","666,000",3389,2
11718,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭700) (GWFM-150LDT L7),현대렌탈서비스,48개월,"122,500","720,000",3389,2
11719,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭700) (GWFM-150LDT L7),현대렌탈서비스,60개월,"104,500","774,000",3389,2
11720,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭800) (GWFM-150LDT L8),현대렌탈서비스,36개월,"169,100","747,000",3390,2
11721,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭800) (GWFM-150LDT L8),현대렌탈서비스,48개월,"133,400","783,000",3390,2
11722,그랜드우성 간냉식 낮은 서랍 냉장고 240L (폭800) (GWFM-150LDT L8),현대렌탈서비스,60개월,"112,600","828,000",3390,2
11723,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L7),현대렌탈서비스,36개월,"177,500","783,000",3391,2
11724,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L7),현대렌탈서비스,48개월,"143,500","846,000",3391,2
11725,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L7),현대렌탈서비스,60개월,"122,500","900,000",3391,2
11726,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L8),현대렌탈서비스,36개월,"199,500","882,000",3392,2
11727,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L8),현대렌탈서비스,48개월,"161,500","954,000",3392,2
11728,그랜드우성 간냉식 낮은 서랍 냉장고 310L (GWFM-180LDT_L8),현대렌탈서비스,60개월,"138,500","1,017,000",3392,2
11729,그랜드우성 간냉식 냉동고 1039L (올스텐) (WSFM-1260DF),현대렌탈서비스,36개월,"138,700","612,000",3393,2
11730,그랜드우성 간냉식 냉동고 1039L (올스텐) (WSFM-1260DF),현대렌탈서비스,48개월,"109,700","648,000",3393,2
11731,그랜드우성 간냉식 냉동고 1039L (올스텐) (WSFM-1260DF),현대렌탈서비스,60개월,"92,600","684,000",3393,2
11732,그랜드우성 간냉식 냉동고 1629L (올스텐) WSFM-1900DF,현대렌탈서비스,36개월,"203,400","900,000",3394,2
11733,그랜드우성 간냉식 냉동고 1629L (올스텐) WSFM-1900DF,현대렌탈서비스,48개월,"160,400","945,000",3394,2
11734,그랜드우성 간냉식 냉동고 1629L (올스텐) WSFM-1900DF,현대렌탈서비스,60개월,"135,500","999,000",3394,2
11735,그랜드우성 간냉식 냉동고 476L (올스텐) (WSFM-650F),현대렌탈서비스,36개월,"91,500","405,000",3395,2
11736,그랜드우성 간냉식 냉동고 476L (올스텐) (WSFM-650F),현대렌탈서비스,48개월,"73,500","432,000",3395,2
11737,그랜드우성 간냉식 냉동고 476L (올스텐) (WSFM-650F),현대렌탈서비스,60개월,"62,500","459,000",3395,2
11738,그랜드우성 간냉식 냉동고 562L (올스텐) WSFM-740F,현대렌탈서비스,36개월,"105,200","468,000",3396,2
11739,그랜드우성 간냉식 냉동고 562L (올스텐) WSFM-740F,현대렌탈서비스,48개월,"83,300","495,000",3396,2
11740,그랜드우성 간냉식 냉동고 562L (올스텐) WSFM-740F,현대렌탈서비스,60개월,"70,000","513,000",3396,2
11741,그랜드우성 간냉식 냉동고 720L (올스텐) WSFM-850F,현대렌탈서비스,36개월,"105,800","468,000",3397,2
